Order,Family,Species,Seeds,Invertebrate,Fungi,Vertebrate,Flowers.Gum,Roots.Tubers,Green.Plants,Fruit,Main_food,Body_mass_g
DIPROTODONTIA,Macropodidae,Macropus parryi,0,0,0,0,0,0,100,0,Herbivore,13500
DIPROTODONTIA,Macropodidae,Macropus dorsalis,0,0,0,0,0,0,100,0,Herbivore,11250
DIPROTODONTIA,Macropodidae,Macropus eugenii,0,0,0,0,0,0,100,0,Herbivore,6500
DIPROTODONTIA,Macropodidae,Macropus greyi,0,0,0,0,0,0,100,0,Herbivore,10000
DIPROTODONTIA,Macropodidae,Thylogale calabyi,0,0,0,0,0,0,100,0,Herbivore,4326.13
DIPROTODONTIA,Macropodidae,Thylogale browni,0,0,0,0,0,0,100,0,Herbivore,5478
DIPROTODONTIA,Macropodidae,Macropus agilis,0,0,0,0,0,0,100,0,Herbivore,15000
DIPROTODONTIA,Macropodidae,Macropus rufogriseus,0,0,0,0,0,0,100,0,Herbivore,16850
DIPROTODONTIA,Macropodidae,Lagorchestes hirsutus,0,0,0,0,0,0,100,0,Herbivore,1265
DIPROTODONTIA,Macropodidae,Petrogale xanthopus,0,0,0,0,0,0,100,0,Herbivore,8500
DIPROTODONTIA,Macropodidae,Petrogale inornata,0,0,0,0,0,0,100,0,Herbivore,4600
DIPROTODONTIA,Macropodidae,Petrogale lateralis,0,0,0,0,0,0,100,0,Herbivore,4625
DIPROTODONTIA,Macropodidae,Petrogale concinna,0,0,0,0,0,0,100,0,Herbivore,1400
DIPROTODONTIA,Macropodidae,Petrogale persephone,0,0,0,0,0,0,100,0,Herbivore,6200
DIPROTODONTIA,Macropodidae,Petrogale rothschildi,0,0,0,0,0,0,100,0,Herbivore,3400
DIPROTODONTIA,Macropodidae,Petrogale penicillata,10,0,0,0,0,0,70,20,Herbivore,7100
DIPROTODONTIA,Macropodidae,Setonix brachyurus,0,0,0,0,0,0,100,0,Herbivore,3250
DIPROTODONTIA,Macropodidae,Dendrolagus scottae,0,0,0,0,0,0,50,50,Generalist,10375
DIPROTODONTIA,Macropodidae,Dendrolagus spadix,0,0,0,0,0,0,50,50,Generalist,9100
DIPROTODONTIA,Macropodidae,Dendrolagus ursinus,0,0,0,0,0,0,50,50,Generalist,13250
DIPROTODONTIA,Macropodidae,Dendrolagus bennettianus,0,0,0,0,0,0,50,50,Generalist,10950
DIPROTODONTIA,Macropodidae,Dendrolagus dorianus,0,0,0,0,0,0,50,50,Generalist,9581
DIPROTODONTIA,Macropodidae,Dendrolagus goodfellowi,0,0,0,0,0,0,50,50,Generalist,8025
DIPROTODONTIA,Macropodidae,Dorcopsis luctuosa,0,0,0,0,0,0,80,20,Herbivore,6352
DIPROTODONTIA,Macropodidae,Dorcopsis muelleri,0,0,0,0,0,0,80,20,Herbivore,5500
DIPROTODONTIA,Macropodidae,Dorcopsis hageni,0,0,0,0,0,0,80,20,Herbivore,5500
DIPROTODONTIA,Macropodidae,Dorcopsis atrata,0,0,0,0,0,0,80,20,Herbivore,5916.5
DIPROTODONTIA,Macropodidae,Dorcopsulus vanheurni,0,0,0,0,0,0,50,50,Generalist,1785.75
DIPROTODONTIA,Macropodidae,Dorcopsulus macleayi,0,0,0,0,0,0,50,50,Generalist,2988
DIPROTODONTIA,Macropodidae,Onychogalea unguifera,0,0,0,0,0,0,100,0,Herbivore,6650
DIPROTODONTIA,Macropodidae,Onychogalea lunata,0,0,0,0,0,0,100,0,Herbivore,3500
DIPROTODONTIA,Macropodidae,Onychogalea fraenata,0,0,0,0,0,0,100,0,Herbivore,5500
DIPROTODONTIA,Macropodidae,Petrogale burbidgei,0,0,0,0,0,0,100,0,Herbivore,1258
DIPROTODONTIA,Macropodidae,Petrogale brachyotis,10,0,0,0,0,0,80,10,Herbivore,4050
DIPROTODONTIA,Macropodidae,Petrogale assimilis,0,0,0,0,0,0,90,10,Herbivore,4500
DIPROTODONTIA,Macropodidae,Petrogale godmani,0,0,0,0,0,0,100,0,Herbivore,4750
DIPROTODONTIA,Macropodidae,Lagorchestes leporides,0,0,0,0,0,0,100,0,Herbivore,3000
DIPROTODONTIA,Macropodidae,Macropus robustus,0,0,0,0,0,0,100,0,Herbivore,21262.5
DIPROTODONTIA,Macropodidae,Macropus bernardus,0,0,0,0,0,0,100,0,Herbivore,17000
DIPROTODONTIA,Macropodidae,Macropus rufus,0,0,0,0,0,0,100,0,Herbivore,46250
DIPROTODONTIA,Macropodidae,Dendrolagus inustus,0,0,0,0,0,0,50,50,Generalist,13031.25
DIPROTODONTIA,Macropodidae,Dendrolagus lumholtzi,0,0,0,0,0,0,50,50,Generalist,6750
DIPROTODONTIA,Macropodidae,Dendrolagus matschiei,0,0,0,0,0,0,50,50,Generalist,6960
DIPROTODONTIA,Macropodidae,Dendrolagus mbaiso,0,0,0,0,0,0,50,50,Generalist,9395.06
DIPROTODONTIA,Macropodidae,Macropus irma,0,0,0,0,0,0,100,0,Herbivore,8000
DIPROTODONTIA,Macropodidae,Macropus antilopinus,0,0,0,0,0,0,100,0,Herbivore,27250
DIPROTODONTIA,Macropodidae,Thylogale thetis,0,0,0,0,0,0,100,0,Herbivore,5400
DIPROTODONTIA,Macropodidae,Thylogale stigmatica,0,0,0,0,0,0,100,0,Herbivore,4600
DIPROTODONTIA,Macropodidae,Lagostrophus fasciatus,0,0,0,0,0,0,50,50,Generalist,1700
DIPROTODONTIA,Macropodidae,Thylogale billardierii,0,0,0,0,0,0,100,0,Herbivore,5450
DIPROTODONTIA,Macropodidae,Wallabia bicolor,0,0,0,0,0,0,100,0,Herbivore,15000
DIPROTODONTIA,Macropodidae,Thylogale brunii,0,0,0,0,0,0,100,0,Herbivore,3620
MACROSCELIDEA,Macroscelididae,Petrodromus tetradactylus,0,100,0,0,0,0,0,0,Insectivore,187.5
MACROSCELIDEA,Macroscelididae,Elephantulus rupestris,0,100,0,0,0,0,0,0,Insectivore,66.4
MACROSCELIDEA,Macroscelididae,Elephantulus brachyrhynchus,0,100,0,0,0,0,0,0,Insectivore,47.5
MACROSCELIDEA,Macroscelididae,Elephantulus edwardii,0,100,0,0,0,0,0,0,Insectivore,48
MACROSCELIDEA,Macroscelididae,Elephantulus fuscipes,0,100,0,0,0,0,0,0,Insectivore,57
MACROSCELIDEA,Macroscelididae,Elephantulus intufi,0,100,0,0,0,0,0,0,Insectivore,49.5
MACROSCELIDEA,Macroscelididae,Elephantulus myurus,0,100,0,0,0,0,0,0,Insectivore,52.4
MACROSCELIDEA,Macroscelididae,Elephantulus revoili,0,100,0,0,0,0,0,0,Insectivore,32.5
MACROSCELIDEA,Macroscelididae,Elephantulus rozeti,0,100,0,0,0,0,0,0,Insectivore,48
MACROSCELIDEA,Macroscelididae,Elephantulus rufescens,0,100,0,0,0,0,0,0,Insectivore,37.5
MACROSCELIDEA,Macroscelididae,Macroscelides proboscideus,0,80,0,0,0,0,10,10,Insectivore,38.2
MACROSCELIDEA,Macroscelididae,Rhynchocyon chrysopygus,0,100,0,0,0,0,0,0,Insectivore,540
MACROSCELIDEA,Macroscelididae,Rhynchocyon cirnei,0,100,0,0,0,0,0,0,Insectivore,490
MACROSCELIDEA,Macroscelididae,Rhynchocyon petersi,0,100,0,0,0,0,0,0,Insectivore,424
PHOLIDOTA,Manidae,Manis crassicaudata,0,100,0,0,0,0,0,0,Insectivore,8457.33
PHOLIDOTA,Manidae,Manis javanica,0,100,0,0,0,0,0,0,Insectivore,5150
PHOLIDOTA,Manidae,Manis temminckii,0,100,0,0,0,0,0,0,Insectivore,7179.93
PHOLIDOTA,Manidae,Manis gigantea,0,100,0,0,0,0,0,0,Insectivore,32999.7
PHOLIDOTA,Manidae,Manis pentadactyla,0,100,0,0,0,0,0,0,Insectivore,4675
PHOLIDOTA,Manidae,Manis tricuspis,0,100,0,0,0,0,0,0,Insectivore,2066.67
PHOLIDOTA,Manidae,Manis tetradactyla,0,100,0,0,0,0,0,0,Insectivore,2749.98
PILOSA,Megalonychidae,Choloepus hoffmanni,0,0,0,0,0,0,70,30,Herbivore,4750.01
PILOSA,Megalonychidae,Choloepus didactylus,0,0,0,0,0,0,70,30,Herbivore,5160
CARNIVORA,Mephitidae,Conepatus chinga,0,80,0,10,0,0,0,10,Insectivore,1917.52
CARNIVORA,Mephitidae,Conepatus leuconotus,0,80,0,10,0,0,0,10,Insectivore,3500.02
CARNIVORA,Mephitidae,Conepatus semistriatus,0,80,0,10,0,0,0,10,Insectivore,1200
CARNIVORA,Mephitidae,Mephitis macroura,10,20,0,30,0,0,20,20,Generalist,801.25
CARNIVORA,Mephitidae,Conepatus humboldtii,0,80,0,10,0,0,0,10,Insectivore,328
CARNIVORA,Mephitidae,Mydaus javanensis,0,80,0,0,0,0,20,0,Insectivore,2500
CARNIVORA,Mephitidae,Mydaus marchei,0,80,0,0,0,0,20,0,Insectivore,1414.2
CARNIVORA,Mephitidae,Spilogale gracilis,0,30,0,40,0,0,30,0,Generalist,466.5
CARNIVORA,Mephitidae,Spilogale putorius,0,30,0,40,0,0,30,0,Generalist,341
CARNIVORA,Mephitidae,Spilogale pygmaea,0,80,0,20,0,0,0,0,Insectivore,235
CARNIVORA,Mephitidae,Mephitis mephitis,10,20,0,30,0,0,20,20,Generalist,2085.02
ARTIODACTYLA,Moschidae,Moschus chrysogaster,0,0,0,0,0,0,100,0,Herbivore,14500
ARTIODACTYLA,Moschidae,Moschus moschiferus,0,0,0,0,0,0,100,0,Herbivore,13000
ARTIODACTYLA,Moschidae,Moschus berezovskii,0,0,0,0,0,0,100,0,Herbivore,9000
ARTIODACTYLA,Moschidae,Moschus fuscus,0,0,0,0,0,0,100,0,Herbivore,12.5
RODENTIA,Muridae,Acomys minous,0,0,0,30,0,0,70,0,Herbivore,62.5
RODENTIA,Muridae,Acomys percivali,0,0,0,30,0,0,70,0,Herbivore,22
RODENTIA,Muridae,Acomys spinosissimus,0,0,0,30,0,0,70,0,Herbivore,26.5
RODENTIA,Muridae,Acomys wilsoni,0,0,0,30,0,0,70,0,Herbivore,18.5
RODENTIA,Muridae,Acomys russatus,10,20,0,40,0,0,30,0,Generalist,49.75
RODENTIA,Muridae,Acomys kempi,0,0,0,30,0,0,70,0,Herbivore,22
RODENTIA,Muridae,Acomys ignitus,0,0,0,30,0,0,70,0,Herbivore,24
RODENTIA,Muridae,Acomys cahirinus,0,0,0,30,0,0,70,0,Herbivore,52.45
RODENTIA,Muridae,Acomys louisae,0,0,0,30,0,0,70,0,Herbivore,20.2
RODENTIA,Muridae,Acomys subspinosus,0,0,0,30,0,0,70,0,Herbivore,21
RODENTIA,Muridae,Deomys ferrugineus,0,90,0,0,0,0,10,0,Insectivore,62
RODENTIA,Muridae,Lophuromys sikapusi,0,80,0,10,0,0,10,0,Insectivore,74.07
RODENTIA,Muridae,Lophuromys melanonyx,0,80,0,10,0,0,10,0,Insectivore,10.2
RODENTIA,Muridae,Lophuromys flavopunctatus,0,80,0,10,0,0,10,0,Insectivore,60
RODENTIA,Muridae,Lophuromys rahmi,0,80,0,10,0,0,10,0,Insectivore,38
RODENTIA,Muridae,Lophuromys nudicaudus,0,80,0,10,0,0,10,0,Insectivore,32.59
RODENTIA,Muridae,Lophuromys woosnami,0,80,0,10,0,0,10,0,Insectivore,42.15
RODENTIA,Muridae,Uranomys ruddi,0,100,0,0,0,0,0,0,Insectivore,40.43
RODENTIA,Muridae,Psammomys obesus,0,0,0,0,0,0,100,0,Herbivore,149.58
RODENTIA,Muridae,Rhombomys opimus,0,0,0,0,0,0,100,0,Herbivore,144
RODENTIA,Muridae,Sekeetamys calurus,20,20,0,0,0,0,50,10,Generalist,55.25
RODENTIA,Muridae,Tatera indica,20,10,0,20,0,0,50,0,Generalist,166.31
RODENTIA,Muridae,Taterillus arenarius,50,50,0,0,0,0,0,0,Generalist,47
RODENTIA,Muridae,Taterillus emini,50,50,0,0,0,0,0,0,Generalist,52
RODENTIA,Muridae,Taterillus pygargus,50,50,0,0,0,0,0,0,Generalist,60.2
RODENTIA,Muridae,Taterillus gracilis,50,50,0,0,0,0,0,0,Generalist,48
RODENTIA,Muridae,Taterillus petteri,50,50,0,0,0,0,0,0,Generalist,50.8
RODENTIA,Muridae,Desmodilliscus braueri,100,0,0,0,0,0,0,0,Granivore,10
RODENTIA,Muridae,Desmodillus auricularis,70,30,0,0,0,0,0,0,Granivore,53.3
RODENTIA,Muridae,Dipodillus simoni,30,20,0,0,0,0,50,0,Generalist,17.4
RODENTIA,Muridae,Dipodillus dasyurus,30,20,0,0,0,0,50,0,Generalist,27.5
RODENTIA,Muridae,Dipodillus campestris,30,20,0,0,0,0,50,0,Generalist,27.58
RODENTIA,Muridae,Gerbilliscus phillipsi,20,20,0,0,0,0,60,0,Herbivore,127.07
RODENTIA,Muridae,Gerbilliscus afra,20,20,0,0,0,0,60,0,Herbivore,92.13
RODENTIA,Muridae,Gerbilliscus validus,20,20,0,0,0,0,60,0,Herbivore,121
RODENTIA,Muridae,Gerbilliscus robustus,20,20,0,0,0,0,60,0,Herbivore,95.99
RODENTIA,Muridae,Gerbilliscus nigricaudus,20,20,0,0,0,0,60,0,Herbivore,123
RODENTIA,Muridae,Gerbilliscus leucogaster,20,20,0,0,0,0,60,0,Herbivore,73.75
RODENTIA,Muridae,Gerbilliscus kempi,20,20,0,0,0,0,60,0,Herbivore,100.83
RODENTIA,Muridae,Gerbilliscus inclusus,20,20,0,0,0,0,60,0,Herbivore,118.5
RODENTIA,Muridae,Gerbilliscus guineae,20,20,0,0,0,0,60,0,Herbivore,102.5
RODENTIA,Muridae,Gerbilliscus brantsii,20,20,0,0,0,0,60,0,Herbivore,89.41
RODENTIA,Muridae,Gerbillurus vallinus,100,0,0,0,0,0,0,0,Granivore,35.25
RODENTIA,Muridae,Gerbillurus setzeri,100,0,0,0,0,0,0,0,Granivore,38.3
RODENTIA,Muridae,Gerbillurus tytonis,100,0,0,0,0,0,0,0,Granivore,31
RODENTIA,Muridae,Gerbillurus paeba,100,0,0,0,0,0,0,0,Granivore,23.3
RODENTIA,Muridae,Gerbillus cheesmani,30,20,0,0,0,0,50,0,Generalist,28
RODENTIA,Muridae,Gerbillus gleadowi,30,20,0,0,0,0,50,0,Generalist,24
RODENTIA,Muridae,Gerbillus gerbillus,30,20,0,0,0,0,50,0,Generalist,25.04
RODENTIA,Muridae,Gerbillus latastei,30,20,0,0,0,0,50,0,Generalist,39.55
RODENTIA,Muridae,Gerbillus andersoni,30,20,0,0,0,0,50,0,Generalist,26.87
RODENTIA,Muridae,Gerbillus nigeriae,30,20,0,0,0,0,50,0,Generalist,29.7
RODENTIA,Muridae,Gerbillus pyramidum,30,20,0,0,0,0,50,0,Generalist,46.29
RODENTIA,Muridae,Gerbillus perpallidus,30,20,0,0,0,0,50,0,Generalist,36.3
RODENTIA,Muridae,Gerbillus watersi,30,20,0,0,0,0,50,0,Generalist,10.4
RODENTIA,Muridae,Gerbillus amoenus,30,20,0,0,0,0,50,0,Generalist,13.2
RODENTIA,Muridae,Gerbillus henleyi,30,20,0,0,0,0,50,0,Generalist,8
RODENTIA,Muridae,Gerbillus poecilops,30,20,0,0,0,0,50,0,Generalist,31.5
RODENTIA,Muridae,Gerbillus mesopotamiae,30,20,0,0,0,0,50,0,Generalist,20
RODENTIA,Muridae,Gerbillus pusillus,30,20,0,0,0,0,50,0,Generalist,12.6
RODENTIA,Muridae,Gerbillus famulus,30,20,0,0,0,0,50,0,Generalist,37
RODENTIA,Muridae,Gerbillus nanus,30,20,0,0,0,0,50,0,Generalist,25.5
RODENTIA,Muridae,Meriones tamariscinus,20,20,0,0,0,0,50,10,Generalist,120
RODENTIA,Muridae,Meriones libycus,20,20,0,0,0,0,50,10,Generalist,91.33
RODENTIA,Muridae,Meriones meridianus,20,20,0,0,0,0,50,10,Generalist,62.1
RODENTIA,Muridae,Meriones shawi,20,20,0,0,0,0,50,10,Generalist,90.6
RODENTIA,Muridae,Meriones crassus,20,20,0,0,0,0,50,10,Generalist,79.97
RODENTIA,Muridae,Meriones tristrami,20,20,0,0,0,0,50,10,Generalist,105
RODENTIA,Muridae,Meriones unguiculatus,20,20,0,0,0,0,50,10,Generalist,53.3
RODENTIA,Muridae,Meriones zarudnyi,20,20,0,0,0,0,50,10,Generalist,82.44
RODENTIA,Muridae,Meriones vinogradovi,20,20,0,0,0,0,50,10,Generalist,150
RODENTIA,Muridae,Meriones sacramenti,20,20,0,0,0,0,50,10,Generalist,200
RODENTIA,Muridae,Meriones hurrianae,20,20,0,0,0,0,50,10,Generalist,70
RODENTIA,Muridae,Meriones rex,20,20,0,0,0,0,50,10,Generalist,125.25
RODENTIA,Muridae,Meriones persicus,20,20,0,0,0,0,50,10,Generalist,100
RODENTIA,Muridae,Pachyuromys duprasi,0,100,0,0,0,0,0,0,Insectivore,47.5
RODENTIA,Muridae,Myomyscus verreauxii,0,80,0,0,0,0,20,0,Insectivore,41
RODENTIA,Muridae,Nesokia indica,30,0,0,0,0,0,50,20,Generalist,178.08
RODENTIA,Muridae,Praomys lukolelae,20,50,0,0,0,0,10,20,Generalist,42.2
RODENTIA,Muridae,Praomys morio,30,20,0,0,0,0,20,30,Generalist,30
RODENTIA,Muridae,Praomys daltoni,0,80,0,0,0,0,20,0,Insectivore,34.99
RODENTIA,Muridae,Praomys jacksoni,30,20,0,0,0,0,20,30,Generalist,42
RODENTIA,Muridae,Praomys hartwigi,30,20,0,0,0,0,20,30,Generalist,38.86
RODENTIA,Muridae,Praomys derooi,0,80,0,0,0,0,20,0,Insectivore,32
RODENTIA,Muridae,Praomys delectorum,30,20,0,0,0,0,20,30,Generalist,36
RODENTIA,Muridae,Praomys tullbergi,30,20,0,0,0,0,20,30,Generalist,35.83
RODENTIA,Muridae,Protochromys fellowsi,0,0,0,0,0,0,40,60,Frugivore,78.99
RODENTIA,Muridae,Abditomys latidens,0,0,0,0,0,0,100,0,Herbivore,269
RODENTIA,Muridae,Aethomys nyikae,20,0,0,0,0,0,60,20,Herbivore,77.01
RODENTIA,Muridae,Aethomys kaiseri,20,0,0,0,0,0,60,20,Herbivore,90
RODENTIA,Muridae,Aethomys hindei,20,0,0,0,0,0,60,20,Herbivore,103.5
RODENTIA,Muridae,Aethomys chrysophilus,20,0,0,0,0,0,60,20,Herbivore,74.85
RODENTIA,Muridae,Anisomys imitator,0,0,0,0,60,0,40,0,Gumivore,510.5
RODENTIA,Muridae,Apodemus mystacinus,20,20,0,0,0,0,40,20,Generalist,45.6
RODENTIA,Muridae,Apodemus agrarius,20,20,0,0,0,0,40,20,Generalist,23.3
RODENTIA,Muridae,Apodemus alpicola,20,20,0,0,0,0,40,20,Generalist,28.06
RODENTIA,Muridae,Apodemus argenteus,20,20,0,0,0,0,40,20,Generalist,21
RODENTIA,Muridae,Apodemus chevrieri,20,20,0,0,0,0,40,20,Generalist,32.9
RODENTIA,Muridae,Apodemus draco,20,20,0,0,0,0,40,20,Generalist,22.25
RODENTIA,Muridae,Apodemus flavicollis,20,20,0,0,0,0,40,20,Generalist,26.7
RODENTIA,Muridae,Apodemus gurkha,20,20,0,0,0,0,40,20,Generalist,39.9
RODENTIA,Muridae,Apodemus latronum,20,20,0,0,0,0,40,20,Generalist,35.2
RODENTIA,Muridae,Apodemus witherbyi,20,20,0,0,0,0,40,20,Generalist,20.66
RODENTIA,Muridae,Apodemus peninsulae,20,20,0,0,0,0,40,20,Generalist,32.9
RODENTIA,Muridae,Apodemus semotus,20,20,0,0,0,0,40,20,Generalist,25.77
RODENTIA,Muridae,Apodemus speciosus,20,20,0,0,0,0,40,20,Generalist,33.8
RODENTIA,Muridae,Apodemus sylvaticus,20,20,0,0,0,0,40,20,Generalist,30.45
RODENTIA,Muridae,Apodemus uralensis,20,20,0,0,0,0,40,20,Generalist,17.1
RODENTIA,Muridae,Apomys datae,0,40,0,0,0,0,60,0,Herbivore,106
RODENTIA,Muridae,Apomys abrae,0,40,0,0,0,0,60,0,Herbivore,56.6
RODENTIA,Muridae,Apomys insignis,0,40,0,0,0,0,60,0,Herbivore,29.9
RODENTIA,Muridae,Apomys littoralis,0,40,0,0,0,0,60,0,Herbivore,30.95
RODENTIA,Muridae,Apomys microdon,0,40,0,0,0,0,60,0,Herbivore,35.1
RODENTIA,Muridae,Apomys musculus,0,40,0,0,0,0,60,0,Herbivore,21.2
RODENTIA,Muridae,Apomys sacobianus,0,40,0,0,0,0,60,0,Herbivore,82.4
RODENTIA,Muridae,Apomys hylocetes,0,40,0,0,0,0,60,0,Herbivore,34.88
RODENTIA,Muridae,Archboldomys luzonensis,0,100,0,0,0,0,0,0,Insectivore,35.4
RODENTIA,Muridae,Arvicanthis niloticus,30,0,0,0,0,0,70,0,Herbivore,106.9
RODENTIA,Muridae,Arvicanthis abyssinicus,30,0,0,0,0,0,70,0,Herbivore,77.1
RODENTIA,Muridae,Arvicanthis blicki,30,0,0,0,0,0,70,0,Herbivore,128
RODENTIA,Muridae,Arvicanthis nairobae,30,0,0,0,0,0,70,0,Herbivore,104
RODENTIA,Muridae,Bandicota bengalensis,0,20,0,0,0,0,80,0,Herbivore,188.5
RODENTIA,Muridae,Bandicota indica,0,20,0,0,0,0,80,0,Herbivore,719.96
RODENTIA,Muridae,Bandicota savilei,0,20,0,0,0,0,80,0,Herbivore,199
RODENTIA,Muridae,Batomys salomonseni,30,0,0,0,0,0,40,30,Generalist,187
RODENTIA,Muridae,Batomys granti,30,0,0,0,0,0,40,30,Generalist,177.8
RODENTIA,Muridae,Batomys dentatus,30,0,0,0,0,0,40,30,Generalist,196
RODENTIA,Muridae,Berylmys bowersi,10,30,0,0,0,0,40,20,Generalist,300
RODENTIA,Muridae,Berylmys mackenziei,10,30,0,0,0,0,40,20,Generalist,256
RODENTIA,Muridae,Berylmys manipulus,10,30,0,0,0,0,40,20,Generalist,116
RODENTIA,Muridae,Berylmys berdmorei,10,30,0,0,0,0,40,20,Generalist,235
RODENTIA,Muridae,Bunomys penitus,0,60,0,0,0,0,0,40,Insectivore,170
RODENTIA,Muridae,Bunomys andrewsi,0,60,0,0,0,0,0,40,Insectivore,125
RODENTIA,Muridae,Bunomys chrysocomus,0,60,0,0,0,0,0,40,Insectivore,116
RODENTIA,Muridae,Bunomys coelestis,0,60,0,0,0,0,0,40,Insectivore,120
RODENTIA,Muridae,Bunomys fratrorum,0,60,0,0,0,0,0,40,Insectivore,135
RODENTIA,Muridae,Bunomys prolatus,0,60,0,0,0,0,0,40,Insectivore,131
RODENTIA,Muridae,Chiropodomys calamianensis,0,0,0,0,0,0,100,0,Herbivore,40.5
RODENTIA,Muridae,Chiropodomys pusillus,0,0,0,0,0,0,100,0,Herbivore,28.9
RODENTIA,Muridae,Chiropodomys muroides,0,0,0,0,0,0,100,0,Herbivore,16.4
RODENTIA,Muridae,Chiropodomys major,0,0,0,0,0,0,100,0,Herbivore,42
RODENTIA,Muridae,Chiropodomys gliroides,0,0,0,0,0,0,100,0,Herbivore,21.5
RODENTIA,Muridae,Chiropodomys karlkoopmani,0,0,0,0,0,0,100,0,Herbivore,29.1
RODENTIA,Muridae,Chiruromys forbesi,0,0,0,0,0,0,100,0,Herbivore,105.15
RODENTIA,Muridae,Chiruromys lamia,0,0,0,0,0,0,100,0,Herbivore,47.2
RODENTIA,Muridae,Chiruromys vates,0,0,0,0,0,0,100,0,Herbivore,45.55
RODENTIA,Muridae,Chrotomys whiteheadi,0,30,0,0,0,0,70,0,Herbivore,140.67
RODENTIA,Muridae,Chrotomys gonzalesi,0,30,0,0,0,0,70,0,Herbivore,140.2
RODENTIA,Muridae,Chrotomys mindorensis,0,30,0,0,0,0,70,0,Herbivore,151.98
RODENTIA,Muridae,Coccymys ruemmleri,0,0,0,0,0,0,100,0,Herbivore,29.7
RODENTIA,Muridae,Colomys goslingi,0,80,0,10,0,0,10,0,Insectivore,62.5
RODENTIA,Muridae,Crateromys schadenbergi,0,0,0,0,0,0,40,60,Frugivore,1050
RODENTIA,Muridae,Crateromys paulus,0,0,0,0,0,0,40,60,Frugivore,401
RODENTIA,Muridae,Crateromys australis,0,0,0,0,0,0,40,60,Frugivore,445
RODENTIA,Muridae,Crossomys moncktoni,0,60,0,40,0,0,0,0,Insectivore,165
RODENTIA,Muridae,Dasymys rufulus,0,0,0,0,0,0,100,0,Herbivore,82.99
RODENTIA,Muridae,Dasymys incomtus,0,0,0,0,0,0,100,0,Herbivore,138.3
RODENTIA,Muridae,Dasymys foxi,0,0,0,0,0,0,100,0,Herbivore,116.59
RODENTIA,Muridae,Dasymys montanus,0,0,0,0,0,0,100,0,Herbivore,82
RODENTIA,Muridae,Dephomys eburneae,0,10,0,0,0,0,0,90,Frugivore,52.5
RODENTIA,Muridae,Dephomys defua,0,10,0,0,0,0,0,90,Frugivore,43.05
RODENTIA,Muridae,Golunda ellioti,0,0,0,0,0,0,100,0,Herbivore,60.88
RODENTIA,Muridae,Grammomys cometes,20,10,0,0,0,0,50,20,Generalist,48.5
RODENTIA,Muridae,Grammomys dolichurus,20,10,0,0,0,0,50,20,Generalist,41.18
RODENTIA,Muridae,Grammomys ibeanus,20,10,0,0,0,0,50,20,Generalist,41.2
RODENTIA,Muridae,Grammomys macmillani,20,10,0,0,0,0,50,20,Generalist,36
RODENTIA,Muridae,Grammomys minnae,20,10,0,0,0,0,50,20,Generalist,36
RODENTIA,Muridae,Grammomys poensis,20,10,0,0,0,0,50,20,Generalist,50.03
RODENTIA,Muridae,Hadromys humei,0,0,0,0,0,0,100,0,Herbivore,59
RODENTIA,Muridae,Haeromys minahassae,100,0,0,0,0,0,0,0,Granivore,14.7
RODENTIA,Muridae,Haeromys pusillus,100,0,0,0,0,0,0,0,Granivore,10.4
RODENTIA,Muridae,Haeromys margarettae,100,0,0,0,0,0,0,0,Granivore,12.7
RODENTIA,Muridae,Hapalomys delacouri,0,0,0,0,0,0,70,30,Herbivore,64.3
RODENTIA,Muridae,Hapalomys longicaudatus,0,0,0,0,0,0,70,30,Herbivore,70
RODENTIA,Muridae,Hybomys univittatus,0,40,0,0,0,0,20,40,Generalist,47.6
RODENTIA,Muridae,Hybomys trivirgatus,0,40,0,0,0,0,20,40,Generalist,56.9
RODENTIA,Muridae,Hybomys planifrons,0,40,0,0,0,0,20,40,Generalist,49.6
RODENTIA,Muridae,Hydromys chrysogaster,0,50,0,50,0,0,0,0,Generalist,479.75
RODENTIA,Muridae,Hylomyscus parvus,0,10,0,0,0,0,30,60,Frugivore,14.5
RODENTIA,Muridae,Hylomyscus stella,0,10,0,0,0,0,30,60,Frugivore,20.05
RODENTIA,Muridae,Hylomyscus denniae,0,10,0,0,0,0,30,60,Frugivore,36
RODENTIA,Muridae,Hylomyscus alleni,0,10,0,0,0,0,30,60,Frugivore,19.95
RODENTIA,Muridae,Hylomyscus aeta,0,10,0,0,0,0,30,60,Frugivore,20
RODENTIA,Muridae,Hyomys goliath,0,0,0,0,0,0,100,0,Herbivore,817.5
RODENTIA,Muridae,Hyomys dammermani,0,0,0,0,0,0,100,0,Herbivore,932.5
RODENTIA,Muridae,Leggadina lakedownensis,50,0,0,0,0,0,50,0,Generalist,17.5
RODENTIA,Muridae,Leggadina forresti,50,0,0,0,0,0,50,0,Generalist,20
RODENTIA,Muridae,Lemniscomys mittendorfi,30,10,0,0,0,0,60,0,Herbivore,41.85
RODENTIA,Muridae,Lemniscomys rosalia,30,10,0,0,0,0,60,0,Herbivore,59.3
RODENTIA,Muridae,Lemniscomys griselda,30,10,0,0,0,0,60,0,Herbivore,58
RODENTIA,Muridae,Lemniscomys striatus,30,10,0,0,0,0,60,0,Herbivore,38.13
RODENTIA,Muridae,Lemniscomys barbarus,30,10,0,0,0,0,60,0,Herbivore,33.43
RODENTIA,Muridae,Lemniscomys macculus,30,10,0,0,0,0,60,0,Herbivore,26.5
