Order,Family,Species,Seeds,Invertebrate,Fungi,Vertebrate,Flowers.Gum,Roots.Tubers,Green.Plants,Fruit,Main_food,Body_mass_g
RODENTIA,Abrocomidae,Abrocoma boliviensis,0,0,0,0,0,0,100,0,Herbivore,158
RODENTIA,Abrocomidae,Abrocoma cinerea,0,0,0,0,0,0,100,0,Herbivore,250
RODENTIA,Abrocomidae,Abrocoma bennettii,0,0,0,0,0,0,100,0,Herbivore,250.5
DIPROTODONTIA,Acrobatidae,Acrobates pygmaeus,0,80,0,0,10,0,10,0,Insectivore,12
DIPROTODONTIA,Acrobatidae,Distoechurus pennatus,0,40,0,0,20,0,0,40,Generalist,44.1
CARNIVORA,Ailuridae,Ailurus fulgens,10,10,0,10,0,0,60,10,Herbivore,4900
RODENTIA,Anomaluridae,Anomalurus beecrofti,0,10,0,0,10,0,40,40,Generalist,389
RODENTIA,Anomaluridae,Anomalurus derbianus,0,10,0,0,10,0,40,40,Generalist,649.99
RODENTIA,Anomaluridae,Anomalurus pelii,0,10,0,0,10,0,40,40,Generalist,1769.99
RODENTIA,Anomaluridae,Anomalurus pusillus,0,10,0,0,10,0,40,40,Generalist,250
RODENTIA,Anomaluridae,Idiurus macrotis,0,0,0,0,0,0,0,100,Frugivore,30
RODENTIA,Anomaluridae,Idiurus zenkeri,0,0,0,0,0,0,0,100,Frugivore,100
RODENTIA,Anomaluridae,Zenkerella insignis,0,0,0,100,0,0,0,0,Carnivore,200
ARTIODACTYLA,Antilocapridae,Antilocapra americana,0,0,0,0,0,0,100,0,Herbivore,46082.92
PRIMATES,Aotidae,Aotus vociferans,20,20,0,10,10,0,20,20,Generalist,872.99
PRIMATES,Aotidae,Aotus lemurinus,20,20,0,10,10,0,20,20,Generalist,872.99
PRIMATES,Aotidae,Aotus nancymaae,20,20,0,10,10,0,20,20,Generalist,788.01
PRIMATES,Aotidae,Aotus trivirgatus,20,20,0,10,10,0,20,20,Generalist,899.99
PRIMATES,Aotidae,Aotus hershkovitzi,20,20,0,10,10,0,20,20,Generalist,800
PRIMATES,Aotidae,Aotus nigriceps,20,20,0,10,10,0,20,20,Generalist,1060.01
PRIMATES,Aotidae,Aotus miconax,20,20,0,10,10,0,20,20,Generalist,800
PRIMATES,Aotidae,Aotus azarae,20,20,0,10,10,0,20,20,Generalist,929.57
RODENTIA,Aplodontiidae,Aplodontia rufa,0,0,0,0,0,0,100,0,Herbivore,1003.99
PRIMATES,Atelidae,Alouatta pigra,0,0,0,0,0,0,60,40,Herbivore,7000.03
PRIMATES,Atelidae,Ateles belzebuth,10,10,0,10,0,0,10,60,Frugivore,5000
PRIMATES,Atelidae,Brachyteles arachnoides,20,0,0,0,10,0,50,20,Generalist,13499.88
PRIMATES,Atelidae,Lagothrix lagotricha,10,10,0,0,0,0,10,70,Frugivore,6299.99
PRIMATES,Atelidae,Lagothrix lugens,0,0,0,0,10,0,20,70,Frugivore,6
PRIMATES,Atelidae,Alouatta seniculus,0,0,0,0,0,0,60,40,Herbivore,6145.54
PRIMATES,Atelidae,Alouatta belzebul,0,0,0,0,0,0,60,40,Herbivore,6400
PRIMATES,Atelidae,Alouatta caraya,0,0,0,0,0,0,60,40,Herbivore,5862.46
PRIMATES,Atelidae,Alouatta palliata,0,0,0,0,0,0,60,40,Herbivore,7274.95
PRIMATES,Atelidae,Alouatta sara,0,0,0,0,0,0,60,40,Herbivore,6611.04
PRIMATES,Atelidae,Ateles paniscus,10,10,0,10,0,0,10,60,Frugivore,7900.05
PRIMATES,Atelidae,Ateles geoffroyi,10,10,0,10,0,0,10,60,Frugivore,5284.94
PRIMATES,Atelidae,Ateles fusciceps,10,10,0,10,0,0,10,60,Frugivore,9100
PRIMATES,Atelidae,Ateles marginatus,10,10,0,10,0,0,10,60,Frugivore,5999.98
PRIMATES,Atelidae,Ateles chamek,10,10,0,10,0,0,10,60,Frugivore,5999.98
RODENTIA,Bathyergidae,Bathyergus janetta,0,0,0,0,0,0,100,0,Herbivore,332
RODENTIA,Bathyergidae,Bathyergus suillus,0,0,0,0,0,0,100,0,Herbivore,625
RODENTIA,Bathyergidae,Cryptomys hottentotus,0,0,0,0,0,0,100,0,Herbivore,101.95
RODENTIA,Bathyergidae,Cryptomys zechi,0,0,0,0,0,0,100,0,Herbivore,223.06
RODENTIA,Bathyergidae,Cryptomys ochraceocinereus,0,0,0,0,0,0,100,0,Herbivore,200
RODENTIA,Bathyergidae,Cryptomys mechowi,0,0,0,0,0,0,100,0,Herbivore,272
RODENTIA,Bathyergidae,Cryptomys damarensis,0,0,0,0,0,0,100,0,Herbivore,153.25
RODENTIA,Bathyergidae,Cryptomys bocagei,0,0,0,0,0,0,100,0,Herbivore,94
RODENTIA,Bathyergidae,Georychus capensis,0,0,0,0,0,0,100,0,Herbivore,232.67
RODENTIA,Bathyergidae,Heliophobius argenteocinereus,0,0,0,0,0,0,100,0,Herbivore,181
RODENTIA,Bathyergidae,Heterocephalus glaber,0,0,0,0,0,0,100,0,Herbivore,55
ARTIODACTYLA,Bovidae,Neotragus pygmaeus,0,0,0,0,0,0,80,20,Herbivore,4000
ARTIODACTYLA,Bovidae,Neotragus batesi,10,0,0,0,0,0,70,20,Herbivore,2999.99
ARTIODACTYLA,Bovidae,Oreotragus oreotragus,0,0,0,0,0,0,100,0,Herbivore,12999.9
ARTIODACTYLA,Bovidae,Neotragus moschatus,0,0,0,0,0,0,80,20,Herbivore,6499.95
ARTIODACTYLA,Bovidae,Antidorcas marsupialis,0,0,0,0,0,0,100,0,Herbivore,31500
ARTIODACTYLA,Bovidae,Antilope cervicapra,0,0,0,0,0,0,100,0,Herbivore,37500
ARTIODACTYLA,Bovidae,Dorcatragus megalotis,0,0,0,0,0,0,100,0,Herbivore,10249.91
ARTIODACTYLA,Bovidae,Ammodorcas clarkei,0,0,0,0,0,0,100,0,Herbivore,28049.81
ARTIODACTYLA,Bovidae,Eudorcas rufifrons,20,0,0,0,0,0,80,0,Herbivore,26999.77
ARTIODACTYLA,Bovidae,Gazella subgutturosa,10,0,0,0,0,0,90,0,Herbivore,28500
ARTIODACTYLA,Bovidae,Gazella spekei,0,0,0,0,0,0,100,0,Herbivore,20000
ARTIODACTYLA,Bovidae,Gazella gazella,0,0,0,0,0,0,100,0,Herbivore,22749.93
ARTIODACTYLA,Bovidae,Gazella dorcas,0,0,0,0,0,0,80,20,Herbivore,23000.11
ARTIODACTYLA,Bovidae,Gazella cuvieri,0,0,0,0,0,0,100,0,Herbivore,25000
ARTIODACTYLA,Bovidae,Gazella leptoceros,0,0,0,0,0,0,100,0,Herbivore,22200
ARTIODACTYLA,Bovidae,Litocranius walleri,0,0,0,0,0,0,100,0,Herbivore,37999.69
ARTIODACTYLA,Bovidae,Madoqua kirkii,0,0,0,0,0,0,100,0,Herbivore,5300.05
ARTIODACTYLA,Bovidae,Madoqua saltiana,0,0,0,0,0,0,100,0,Herbivore,3249.97
ARTIODACTYLA,Bovidae,Madoqua piacentinii,0,0,0,0,0,0,100,0,Herbivore,2500
ARTIODACTYLA,Bovidae,Madoqua guentheri,0,0,0,0,0,0,100,0,Herbivore,7499.98
ARTIODACTYLA,Bovidae,Eudorcas thomsonii,0,0,0,0,0,0,100,0,Herbivore,22907.43
ARTIODACTYLA,Bovidae,Nanger dama,0,0,0,0,0,0,100,0,Herbivore,71424.81
ARTIODACTYLA,Bovidae,Ourebia ourebi,0,0,0,0,0,0,100,0,Herbivore,17250.04
ARTIODACTYLA,Bovidae,Procapra gutturosa,0,0,0,0,0,0,100,0,Herbivore,27750
ARTIODACTYLA,Bovidae,Procapra przewalskii,0,0,0,0,0,0,100,0,Herbivore,27500
ARTIODACTYLA,Bovidae,Procapra picticaudata,0,0,0,0,0,0,100,0,Herbivore,20000
ARTIODACTYLA,Bovidae,Raphicerus melanotis,0,0,0,0,0,0,90,10,Herbivore,10249.91
ARTIODACTYLA,Bovidae,Raphicerus sharpei,0,0,0,0,0,0,90,10,Herbivore,9499.92
ARTIODACTYLA,Bovidae,Raphicerus campestris,0,0,0,0,0,0,90,10,Herbivore,10500.02
ARTIODACTYLA,Bovidae,Saiga tatarica,0,0,0,0,0,0,100,0,Herbivore,29000
ARTIODACTYLA,Bovidae,Taurotragus oryx,0,0,0,0,0,0,70,30,Herbivore,569993.63
ARTIODACTYLA,Bovidae,Taurotragus derbianus,0,0,0,0,0,0,70,30,Herbivore,680000
ARTIODACTYLA,Bovidae,Tetracerus quadricornis,0,0,0,0,0,0,100,0,Herbivore,19000
ARTIODACTYLA,Bovidae,Tragelaphus eurycerus,0,0,0,0,0,0,100,0,Herbivore,329003.11
ARTIODACTYLA,Bovidae,Tragelaphus scriptus,0,0,0,0,0,0,100,0,Herbivore,43250.39
ARTIODACTYLA,Bovidae,Tragelaphus strepsiceros,0,0,0,0,0,0,100,0,Herbivore,213501.04
ARTIODACTYLA,Bovidae,Tragelaphus angasii,0,0,0,0,0,0,100,0,Herbivore,86600.42
ARTIODACTYLA,Bovidae,Tragelaphus imberbis,0,0,0,0,0,0,100,0,Herbivore,81575.55
ARTIODACTYLA,Bovidae,Tragelaphus buxtoni,0,0,0,0,0,0,100,0,Herbivore,215000.76
ARTIODACTYLA,Bovidae,Tragelaphus spekii,0,0,0,0,0,0,100,0,Herbivore,77999.17
ARTIODACTYLA,Bovidae,Bison bonasus,0,0,0,0,0,0,100,0,Herbivore,5.00E+05
ARTIODACTYLA,Bovidae,Bison bison,0,0,0,0,0,0,100,0,Herbivore,579255.28
ARTIODACTYLA,Bovidae,Bos frontalis,0,0,0,0,0,0,100,0,Herbivore,8.00E+05
ARTIODACTYLA,Bovidae,Bos grunniens,0,0,0,0,0,0,100,0,Herbivore,416500
ARTIODACTYLA,Bovidae,Bos taurus,0,0,0,0,0,0,100,0,Herbivore,9.00E+05
ARTIODACTYLA,Bovidae,Bos sauveli,0,0,0,0,0,0,100,0,Herbivore,8.00E+05
ARTIODACTYLA,Bovidae,Bos javanicus,0,0,0,0,0,0,100,0,Herbivore,625000
ARTIODACTYLA,Bovidae,Boselaphus tragocamelus,0,0,0,0,0,0,80,20,Herbivore,169000
ARTIODACTYLA,Bovidae,Bubalus bubalis,0,0,0,0,0,0,100,0,Herbivore,431250
ARTIODACTYLA,Bovidae,Bubalus quarlesi,0,0,0,0,0,0,100,0,Herbivore,150000
ARTIODACTYLA,Bovidae,Bubalus mindorensis,0,0,0,0,0,0,100,0,Herbivore,233333.33
ARTIODACTYLA,Bovidae,Bubalus depressicornis,0,0,0,0,0,0,80,20,Herbivore,3.00E+05
ARTIODACTYLA,Bovidae,Pseudoryx nghetinhensis,0,0,0,0,0,0,100,0,Herbivore,97842.2
ARTIODACTYLA,Bovidae,Syncerus caffer,0,0,0,0,0,0,100,0,Herbivore,580002.68
ARTIODACTYLA,Bovidae,Kobus kob,0,0,0,0,0,0,100,0,Herbivore,78500.06
ARTIODACTYLA,Bovidae,Kobus leche,0,0,0,0,0,0,100,0,Herbivore,110749.05
ARTIODACTYLA,Bovidae,Kobus megaceros,0,0,0,0,0,0,100,0,Herbivore,87500.39
ARTIODACTYLA,Bovidae,Kobus vardonii,0,0,0,0,0,0,100,0,Herbivore,71500.65
ARTIODACTYLA,Bovidae,Kobus ellipsiprymnus,0,0,0,0,0,0,100,0,Herbivore,210000.34
ARTIODACTYLA,Bovidae,Pelea capreolus,0,0,0,0,0,0,100,0,Herbivore,20000
ARTIODACTYLA,Bovidae,Nanger granti,0,0,0,0,0,0,100,0,Herbivore,55464.46
ARTIODACTYLA,Bovidae,Redunca fulvorufula,0,0,0,0,0,0,100,0,Herbivore,29499.86
ARTIODACTYLA,Bovidae,Redunca redunca,0,0,0,0,0,0,100,0,Herbivore,44050.41
ARTIODACTYLA,Bovidae,Aepyceros melampus,0,0,0,0,0,0,100,0,Herbivore,52500.08
ARTIODACTYLA,Bovidae,Alcelaphus caama,0,0,0,0,0,0,100,0,Herbivore,176115.97
ARTIODACTYLA,Bovidae,Alcelaphus lichtensteinii,0,0,0,0,0,0,100,0,Herbivore,168695.66
ARTIODACTYLA,Bovidae,Alcelaphus buselaphus,0,0,0,0,0,0,100,0,Herbivore,171001.53
ARTIODACTYLA,Bovidae,Beatragus hunteri,0,0,0,0,0,0,100,0,Herbivore,79132.17
ARTIODACTYLA,Bovidae,Connochaetes taurinus,0,0,0,0,0,0,100,0,Herbivore,179998.96
ARTIODACTYLA,Bovidae,Connochaetes gnou,0,0,0,0,0,0,100,0,Herbivore,179998.96
ARTIODACTYLA,Bovidae,Damaliscus pygargus,0,0,0,0,0,0,100,0,Herbivore,102000
ARTIODACTYLA,Bovidae,Damaliscus lunatus,0,0,0,0,0,0,100,0,Herbivore,136000.34
ARTIODACTYLA,Bovidae,Damaliscus korrigum,0,0,0,0,0,0,100,0,Herbivore,127194.87
ARTIODACTYLA,Bovidae,Ammotragus lervia,0,0,0,0,0,0,100,0,Herbivore,48000
ARTIODACTYLA,Bovidae,Budorcas taxicolor,0,0,0,0,0,0,100,0,Herbivore,302000
ARTIODACTYLA,Bovidae,Capra hircus,0,0,0,0,0,0,100,0,Herbivore,54250
ARTIODACTYLA,Bovidae,Capra falconeri,0,0,0,0,0,0,100,0,Herbivore,41000
ARTIODACTYLA,Bovidae,Capra ibex,0,0,0,0,0,0,100,0,Herbivore,85166.51
ARTIODACTYLA,Bovidae,Capra caucasica,0,0,0,0,0,0,100,0,Herbivore,55000
ARTIODACTYLA,Bovidae,Capra nubiana,0,0,0,0,0,0,100,0,Herbivore,62624.84
ARTIODACTYLA,Bovidae,Capra pyrenaica,0,0,0,0,0,0,100,0,Herbivore,50000
ARTIODACTYLA,Bovidae,Capra sibirica,0,0,0,0,0,0,100,0,Herbivore,130000
ARTIODACTYLA,Bovidae,Capra walie,0,0,0,0,0,0,100,0,Herbivore,1.00E+05
ARTIODACTYLA,Bovidae,Capricornis sumatraensis,0,0,0,0,0,0,100,0,Herbivore,110942.22
ARTIODACTYLA,Bovidae,Capricornis crispus,20,0,0,0,0,0,80,0,Herbivore,43030.64
ARTIODACTYLA,Bovidae,Hemitragus jayakari,30,0,0,0,0,0,40,30,Generalist,23000
ARTIODACTYLA,Bovidae,Hemitragus hylocrius,0,0,0,0,0,0,100,0,Herbivore,75000
ARTIODACTYLA,Bovidae,Hemitragus jemlahicus,0,0,0,0,0,0,100,0,Herbivore,35200
ARTIODACTYLA,Bovidae,Naemorhedus caudatus,20,0,0,0,0,0,80,0,Herbivore,27000
ARTIODACTYLA,Bovidae,Naemorhedus goral,20,0,0,0,0,0,80,0,Herbivore,28500
ARTIODACTYLA,Bovidae,Naemorhedus baileyi,20,0,0,0,0,0,80,0,Herbivore,27487.5
ARTIODACTYLA,Bovidae,Oreamnos americanus,0,0,0,0,0,0,100,0,Herbivore,72500.33
ARTIODACTYLA,Bovidae,Ovibos moschatus,0,0,0,0,0,0,90,10,Herbivore,340501.06
ARTIODACTYLA,Bovidae,Ovis canadensis,0,0,0,0,0,0,100,0,Herbivore,74644.88
ARTIODACTYLA,Bovidae,Ovis nivicola,0,0,0,0,0,0,100,0,Herbivore,90000
ARTIODACTYLA,Bovidae,Ovis dalli,0,0,0,0,0,0,100,0,Herbivore,55650.62
ARTIODACTYLA,Bovidae,Ovis aries,0,0,0,0,0,0,100,0,Herbivore,50000
ARTIODACTYLA,Bovidae,Ovis ammon,0,0,0,0,0,0,100,0,Herbivore,180000
ARTIODACTYLA,Bovidae,Pantholops hodgsonii,0,0,0,0,0,0,100,0,Herbivore,27500
ARTIODACTYLA,Bovidae,Pseudois schaeferi,0,0,0,0,0,0,100,0,Herbivore,29250
ARTIODACTYLA,Bovidae,Pseudois nayaur,0,0,0,0,0,0,100,0,Herbivore,45000
ARTIODACTYLA,Bovidae,Rupicapra pyrenaica,0,0,0,0,0,0,100,0,Herbivore,30000
ARTIODACTYLA,Bovidae,Rupicapra rupicapra,0,0,0,0,0,0,100,0,Herbivore,26100
ARTIODACTYLA,Bovidae,Cephalophus rufilatus,0,0,0,10,0,0,60,30,Herbivore,11999.97
ARTIODACTYLA,Bovidae,Cephalophus zebra,0,0,0,10,0,0,60,30,Herbivore,17500.08
ARTIODACTYLA,Bovidae,Cephalophus weynsi,0,0,0,10,0,0,60,30,Herbivore,17000
ARTIODACTYLA,Bovidae,Cephalophus silvicultor,0,0,0,10,0,0,60,30,Herbivore,72500.33
ARTIODACTYLA,Bovidae,Cephalophus ogilbyi,0,0,0,10,0,0,60,30,Herbivore,20000
ARTIODACTYLA,Bovidae,Cephalophus nigrifrons,0,0,0,10,0,0,60,30,Herbivore,13899.85
ARTIODACTYLA,Bovidae,Cephalophus natalensis,0,0,0,10,0,0,60,30,Herbivore,11999.97
ARTIODACTYLA,Bovidae,Cephalophus leucogaster,0,0,0,10,0,0,60,30,Herbivore,12699.89
ARTIODACTYLA,Bovidae,Cephalophus adersi,0,0,0,10,0,0,60,30,Herbivore,9249.96
ARTIODACTYLA,Bovidae,Cephalophus jentinki,0,0,0,10,0,0,60,30,Herbivore,70000.32
ARTIODACTYLA,Bovidae,Cephalophus dorsalis,0,0,0,10,0,0,60,30,Herbivore,20000
ARTIODACTYLA,Bovidae,Cephalophus callipygus,0,0,0,10,0,0,60,30,Herbivore,18249.88
ARTIODACTYLA,Bovidae,Cephalophus niger,0,0,0,10,0,0,60,30,Herbivore,20399.99
ARTIODACTYLA,Bovidae,Cephalophus spadix,0,0,0,10,0,0,60,30,Herbivore,56000.25
ARTIODACTYLA,Bovidae,Philantomba maxwellii,0,0,0,10,0,0,60,30,Herbivore,8557.69
ARTIODACTYLA,Bovidae,Philantomba monticola,0,0,0,10,0,0,20,70,Frugivore,4896.05
ARTIODACTYLA,Bovidae,Sylvicapra grimmia,0,0,0,10,0,0,70,20,Herbivore,19499.79
ARTIODACTYLA,Bovidae,Addax nasomaculatus,0,0,0,0,0,0,100,0,Herbivore,70000.32
ARTIODACTYLA,Bovidae,Hippotragus equinus,0,0,0,0,0,0,100,0,Herbivore,269997.66
ARTIODACTYLA,Bovidae,Hippotragus niger,0,0,0,0,0,0,100,0,Herbivore,227499.27
ARTIODACTYLA,Bovidae,Oryx leucoryx,0,0,0,0,0,0,100,0,Herbivore,87700
ARTIODACTYLA,Bovidae,Oryx beisa,0,0,0,0,0,0,100,0,Herbivore,200576.52
ARTIODACTYLA,Bovidae,Oryx dammah,0,0,0,0,0,0,100,0,Herbivore,2.00E+05
ARTIODACTYLA,Bovidae,Oryx gazella,0,0,0,0,0,0,100,0,Herbivore,169001.28
ARTIODACTYLA,Bovidae,Redunca arundinum,0,0,0,0,0,0,100,0,Herbivore,58000.27
PILOSA,Bradypodidae,Bradypus tridactylus,0,0,0,0,0,0,100,0,Herbivore,3849.99
PILOSA,Bradypodidae,Bradypus variegatus,0,0,0,0,0,0,100,0,Herbivore,4335.01
PILOSA,Bradypodidae,Bradypus torquatus,0,0,0,0,0,0,100,0,Herbivore,3899.96
DIPROTODONTIA,Burramyidae,Burramys parvus,30,40,0,0,0,0,0,30,Generalist,41.5
DIPROTODONTIA,Burramyidae,Cercartetus nanus,10,20,0,10,20,0,20,20,Generalist,24
DIPROTODONTIA,Burramyidae,Cercartetus concinnus,10,20,0,10,20,0,20,20,Generalist,13
DIPROTODONTIA,Burramyidae,Cercartetus lepidus,10,20,0,10,20,0,20,20,Generalist,7
DIPROTODONTIA,Burramyidae,Cercartetus caudatus,10,20,0,10,20,0,20,20,Generalist,25
PAUCITUBERCULATA,Caenolestidae,Caenolestes convelatus,0,70,0,10,0,0,10,10,Insectivore,40
PAUCITUBERCULATA,Caenolestidae,Caenolestes caniventer,0,70,0,10,0,0,10,10,Insectivore,40
PAUCITUBERCULATA,Caenolestidae,Caenolestes fuliginosus,0,70,0,10,0,0,10,10,Insectivore,27.8
PAUCITUBERCULATA,Caenolestidae,Lestoros inca,0,70,0,10,0,0,10,10,Insectivore,21.1
PAUCITUBERCULATA,Caenolestidae,Rhyncholestes raphanurus,0,80,0,0,0,0,20,0,Insectivore,21
RODENTIA,Calomyscidae,Calomyscus bailwardi,70,10,0,0,0,0,20,0,Granivore,20.4
RODENTIA,Calomyscidae,Calomyscus mystax,70,10,0,0,0,0,20,0,Granivore,17
ARTIODACTYLA,Camelidae,Camelus dromedarius,0,0,0,0,0,0,100,0,Herbivore,601000
ARTIODACTYLA,Camelidae,Lama glama,0,0,0,0,0,0,100,0,Herbivore,142500
ARTIODACTYLA,Camelidae,Vicugna vicugna,0,0,0,0,0,0,100,0,Herbivore,47499.61
ARTIODACTYLA,Camelidae,Camelus bactrianus,0,0,0,0,0,0,100,0,Herbivore,690000
CARNIVORA,Canidae,Vulpes vulpes,0,20,0,70,0,0,0,10,Carnivore,5476.17
CARNIVORA,Canidae,Vulpes cana,0,30,0,10,0,0,20,40,Generalist,936.85
CARNIVORA,Canidae,Vulpes chama,0,30,0,70,0,0,0,0,Carnivore,2955.02
CARNIVORA,Canidae,Vulpes ferrilata,0,0,0,100,0,0,0,0,Carnivore,5000
CARNIVORA,Canidae,Vulpes rueppellii,0,20,0,60,0,0,20,0,Carnivore,3249.97
CARNIVORA,Canidae,Vulpes zerda,0,20,0,50,0,0,30,0,Generalist,1100
CARNIVORA,Canidae,Vulpes bengalensis,0,20,0,60,0,0,0,20,Carnivore,2726
CARNIVORA,Canidae,Vulpes velox,0,10,0,90,0,0,0,0,Carnivore,2197.51
CARNIVORA,Canidae,Vulpes lagopus,0,10,0,90,0,0,0,0,Carnivore,3584.37
CARNIVORA,Canidae,Vulpes macrotis,0,30,0,70,0,0,0,0,Carnivore,4499.97
CARNIVORA,Canidae,Vulpes pallida,0,0,0,80,0,0,20,0,Carnivore,2800.01
CARNIVORA,Canidae,Atelocynus microtis,0,0,0,80,0,0,20,0,Carnivore,7749.97
CARNIVORA,Canidae,Canis aureus,0,10,0,80,0,0,0,10,Carnivore,10345.23
CARNIVORA,Canidae,Canis latrans,0,0,0,100,0,0,0,0,Carnivore,13406.33
CARNIVORA,Canidae,Canis lupus,0,0,0,100,0,0,0,0,Carnivore,32183.33
CARNIVORA,Canidae,Vulpes corsac,0,20,0,70,0,0,10,0,Carnivore,2400
CARNIVORA,Canidae,Canis simensis,0,0,0,100,0,0,0,0,Carnivore,10000
CARNIVORA,Canidae,Canis adustus,0,30,0,50,0,0,20,0,Generalist,10249.91
CARNIVORA,Canidae,Cerdocyon thous,0,50,0,50,0,0,0,0,Generalist,5239.98
CARNIVORA,Canidae,Chrysocyon brachyurus,0,10,0,70,0,0,10,10,Carnivore,23249.84
CARNIVORA,Canidae,Cuon alpinus,0,0,0,100,0,0,0,0,Carnivore,14173.33
CARNIVORA,Canidae,Dusicyon australis,0,0,0,100,0,0,0,0,Carnivore,50003.45
CARNIVORA,Canidae,Lycalopex vetulus,0,10,0,60,0,0,10,20,Carnivore,4233.47
CARNIVORA,Canidae,Lycalopex sechurae,0,10,0,60,0,0,10,20,Carnivore,4234
CARNIVORA,Canidae,Lycalopex culpaeus,0,10,0,80,0,0,0,10,Carnivore,8616.24
CARNIVORA,Canidae,Lycalopex gymnocercus,0,0,0,50,0,0,20,30,Generalist,4542.67
CARNIVORA,Canidae,Lycaon pictus,0,0,0,100,0,0,0,0,Carnivore,22050.07
CARNIVORA,Canidae,Nyctereutes procyonoides,10,20,0,40,0,0,0,30,Generalist,4040
CARNIVORA,Canidae,Otocyon megalotis,0,50,0,30,0,0,20,0,Generalist,4150.02
CARNIVORA,Canidae,Speothos venaticus,0,0,0,100,0,0,0,0,Carnivore,5999.98
CARNIVORA,Canidae,Urocyon cinereoargenteus,20,10,0,30,0,0,20,20,Generalist,3833.72
CARNIVORA,Canidae,Urocyon littoralis,20,10,0,30,0,0,20,20,Generalist,1896
CARNIVORA,Canidae,Canis mesomelas,0,10,0,60,0,0,30,0,Carnivore,8500.02
RODENTIA,Capromyidae,Plagiodontia aedium,0,0,0,0,0,0,70,30,Herbivore,1267
RODENTIA,Castoridae,Castor canadensis,0,0,0,0,0,0,100,0,Herbivore,21820
RODENTIA,Castoridae,Castor fiber,0,0,0,0,0,0,100,0,Herbivore,19000
RODENTIA,Caviidae,Cavia aperea,0,0,0,0,0,0,100,0,Herbivore,549
RODENTIA,Caviidae,Cavia fulgida,0,0,0,0,0,0,100,0,Herbivore,282.5
RODENTIA,Caviidae,Cavia porcellus,0,0,0,0,0,0,100,0,Herbivore,728
RODENTIA,Caviidae,Cavia tschudii,0,0,0,0,0,0,100,0,Herbivore,1000
RODENTIA,Caviidae,Cavia magna,0,0,0,0,0,0,100,0,Herbivore,460
RODENTIA,Caviidae,Galea musteloides,0,0,0,0,0,0,100,0,Herbivore,480
RODENTIA,Caviidae,Galea spixii,0,0,0,0,0,0,100,0,Herbivore,326.2
RODENTIA,Caviidae,Galea flavidens,0,0,0,0,0,0,100,0,Herbivore,450
RODENTIA,Caviidae,Microcavia australis,0,0,0,0,0,0,70,30,Herbivore,286.1
RODENTIA,Caviidae,Microcavia niata,0,0,0,0,0,0,70,30,Herbivore,255.2
RODENTIA,Caviidae,Microcavia shiptoni,0,0,0,0,0,0,70,30,Herbivore,185
RODENTIA,Caviidae,Dolichotis salinicola,0,0,0,0,0,0,100,0,Herbivore,1600
RODENTIA,Caviidae,Dolichotis patagonum,0,0,0,0,0,0,100,0,Herbivore,8000
RODENTIA,Caviidae,Hydrochoerus hydrochaeris,0,0,0,0,0,0,90,10,Herbivore,48144.91
RODENTIA,Caviidae,Kerodon rupestris,0,0,0,0,0,0,100,0,Herbivore,800
PRIMATES,Cebidae,Saguinus nigricollis,0,40,0,0,30,0,0,30,Generalist,462
PRIMATES,Cebidae,Saguinus bicolor,0,40,0,0,30,0,0,30,Generalist,465
PRIMATES,Cebidae,Saguinus tripartitus,0,40,0,0,30,0,0,30,Generalist,393.5
PRIMATES,Cebidae,Saguinus geoffroyi,0,40,0,0,30,0,0,30,Generalist,486.5
PRIMATES,Cebidae,Saguinus fuscicollis,0,40,0,0,30,0,0,30,Generalist,387
PRIMATES,Cebidae,Saguinus leucopus,0,40,0,0,30,0,0,30,Generalist,440
PRIMATES,Cebidae,Saguinus inustus,0,40,0,0,30,0,0,30,Generalist,410.5
PRIMATES,Cebidae,Saguinus imperator,0,40,0,0,30,0,0,30,Generalist,400
PRIMATES,Cebidae,Saguinus oedipus,0,40,0,0,30,0,0,30,Generalist,430
PRIMATES,Cebidae,Saguinus labiatus,0,40,0,0,30,0,0,30,Generalist,575
PRIMATES,Cebidae,Saguinus mystax,0,40,0,0,30,0,0,30,Generalist,618
PRIMATES,Cebidae,Saguinus midas,0,40,0,0,30,0,0,30,Generalist,540
PRIMATES,Cebidae,Callithrix geoffroyi,0,20,0,10,40,0,0,30,Generalist,342
PRIMATES,Cebidae,Callithrix aurita,0,20,0,10,40,0,0,30,Generalist,342
PRIMATES,Cebidae,Callithrix penicillata,0,20,0,10,40,0,0,30,Generalist,342
PRIMATES,Cebidae,Callithrix jacchus,0,20,0,10,40,0,0,30,Generalist,292
PRIMATES,Cebidae,Callithrix nigriceps,10,20,0,0,70,0,0,0,Gumivore,401.12
PRIMATES,Cebidae,Callithrix humeralifera,0,20,0,20,0,0,0,60,Frugivore,374.99
PRIMATES,Cebidae,Callithrix argentata,0,20,0,20,0,0,0,60,Frugivore,440
PRIMATES,Cebidae,Callithrix pygmaea,0,20,0,20,60,0,0,0,Gumivore,125
PRIMATES,Cebidae,Leontopithecus rosalia,0,50,0,0,0,0,0,50,Generalist,535.5
PRIMATES,Cebidae,Leontopithecus chrysopygus,0,50,0,0,0,0,0,50,Generalist,700
PRIMATES,Cebidae,Callimico goeldii,0,40,0,10,0,0,0,50,Generalist,480
PRIMATES,Cebidae,Callithrix flaviceps,0,20,0,10,40,0,0,30,Generalist,342
